failure_type,failure_type_encoded,cpu_percent,memory_percent,restart_count,uptime_percent,replica_count,error_rate_percent,recovery_action,recovery_action_encoded
ConfigError,8,22.21,40.09,9,50.86,2,42.88,fix_configuration,4
CrashLoopBackOff,0,11.93,61.76,7,46.14,3,18.18,rollout_restart_deployment,1
UnknownFailure,9,82.89,71.81,0,72.71,4,2.09,clear_disk,6
OOMKilled,1,85.0,98.09,7,66.96,1,10.88,clear_disk,6
NetworkError,5,36.18,32.82,5,90.0,1,16.92,restart_pod,0
DiskPressure,7,28.98,78.83,1,69.31,3,5.57,clear_disk,6
HighMemory,3,70.13,90.71,0,70.27,2,5.86,adjust_resource_limits,3
HighCPU,2,86.15,54.64,1,91.18,4,10.15,scale_up_replicas,2
PodPending,4,76.3,80.0,0,39.5,2,9.09,scale_up_replicas,2
HighMemory,3,37.17,86.36,4,63.08,3,1.69,adjust_resource_limits,3
OOMKilled,1,36.79,100.0,8,73.48,1,15.52,adjust_resource_limits,3
HighCPU,2,98.73,60.75,2,88.82,2,3.58,restart_pod,0
NetworkError,5,25.44,20.33,5,55.98,2,17.76,restart_pod,0
ContainerNotReady,6,40.17,39.45,4,59.52,3,12.71,fix_configuration,4
NetworkError,5,40.99,32.53,5,70.31,1,5.0,restart_pod,0
HighCPU,2,93.68,66.2,2,89.96,3,4.41,scale_up_replicas,2
HighCPU,2,96.58,35.91,3,84.29,1,4.42,adjust_resource_limits,3
ContainerNotReady,6,50.55,9.69,2,49.13,1,33.98,restart_pod,0
ConfigError,8,2.0,33.14,4,29.5,3,53.82,fix_configuration,4
HighMemory,3,81.21,92.47,1,94.35,4,4.52,scale_up_replicas,2
ConfigError,8,16.4,32.87,3,33.41,2,58.96,fix_configuration,4
HighMemory,3,77.76,95.34,4,64.21,4,4.98,adjust_resource_limits,3
PodPending,4,87.25,80.05,0,51.59,5,9.18,scale_up_replicas,2
ConfigError,8,14.73,23.07,9,22.28,2,42.83,fix_configuration,4
ContainerNotReady,6,12.1,41.75,3,62.1,2,12.67,restart_pod,0
CrashLoopBackOff,0,75.71,45.09,5,64.3,3,23.61,rollout_restart_deployment,1
HighMemory,3,53.78,92.62,0,76.68,1,6.01,adjust_resource_limits,3
ConfigError,8,28.07,19.82,2,20.02,3,27.11,clear_disk,6
ConfigError,8,34.38,34.31,10,49.84,2,43.46,fix_configuration,4
NetworkError,5,15.0,35.77,3,63.6,2,10.95,restart_pod,0
CrashLoopBackOff,0,10.61,15.39,11,69.86,1,17.95,adjust_resource_limits,3
CrashLoopBackOff,0,46.19,42.04,3,68.84,1,33.36,rollout_restart_deployment,1
CrashLoopBackOff,0,35.36,52.61,13,58.34,3,23.85,rollout_restart_deployment,1
ContainerNotReady,6,49.7,33.65,4,63.7,2,8.68,restart_pod,0
PodPending,4,87.19,77.12,0,40.46,6,4.64,scale_up_replicas,2
HighMemory,3,58.14,82.0,4,86.82,4,5.88,adjust_resource_limits,3
ContainerNotReady,6,27.99,16.78,4,71.5,3,14.93,restart_pod,0
PodPending,4,95.45,85.89,1,80.0,3,8.55,scale_up_replicas,2
HighMemory,3,76.17,93.31,3,75.49,4,6.56,adjust_resource_limits,3
PodPending,4,78.33,98.55,0,47.98,3,8.1,fix_configuration,4
DiskPressure,7,50.85,38.7,1,88.21,1,1.95,clear_disk,6
ContainerNotReady,6,16.23,37.5,5,45.81,1,32.5,scale_up_replicas,2
UnknownFailure,9,44.23,2.0,0,69.0,2,16.43,scale_up_replicas,2
HighMemory,3,53.68,84.22,1,78.97,4,4.55,adjust_resource_limits,3
HighMemory,3,45.37,85.68,2,81.56,1,8.71,adjust_resource_limits,3
NetworkError,5,41.92,14.08,5,74.23,2,26.18,rollout_restart_deployment,1
CrashLoopBackOff,0,67.87,31.0,13,59.15,1,35.68,rollout_restart_deployment,1
PodPending,4,80.78,86.42,1,49.52,2,4.61,scale_up_replicas,2
UnknownFailure,9,30.97,81.23,6,45.07,2,2.66,no_action_monitor,7
UnknownFailure,9,58.61,49.24,5,38.77,5,7.84,no_action_monitor,7
DiskPressure,7,32.75,45.37,3,95.0,2,3.39,clear_disk,6
CrashLoopBackOff,0,22.37,90.44,15,73.32,3,37.25,rollout_restart_deployment,1
NetworkError,5,22.5,57.87,5,77.24,3,21.18,restart_pod,0
OOMKilled,1,15.67,94.94,5,87.3,4,16.76,adjust_resource_limits,3
HighMemory,3,54.35,89.86,2,78.41,2,3.6,adjust_resource_limits,3
UnknownFailure,9,48.97,86.07,8,91.59,5,5.97,no_action_monitor,7
NetworkError,5,54.14,51.42,3,74.5,3,23.46,restart_pod,0
UnknownFailure,9,26.74,39.86,5,81.66,4,2.35,scale_up_replicas,2
OOMKilled,1,29.18,95.92,5,62.1,3,21.59,adjust_resource_limits,3
PodPending,4,78.97,83.96,2,56.56,5,6.07,clear_disk,6
OOMKilled,1,45.21,92.96,6,69.81,2,7.31,rollout_restart_deployment,1
NetworkError,5,31.65,51.23,4,47.95,2,16.1,restart_pod,0
DiskPressure,7,52.77,23.84,3,93.56,3,6.09,clear_disk,6
HighCPU,2,84.31,23.44,1,85.24,5,1.64,scale_up_replicas,2
PodPending,4,92.69,85.15,1,52.47,4,5.72,scale_up_replicas,2
ContainerNotReady,6,59.0,51.3,5,74.05,1,29.6,rollout_restart_deployment,1
ConfigError,8,9.81,37.85,10,36.03,2,55.02,fix_configuration,4
NetworkError,5,32.65,11.83,5,79.36,3,5.4,restart_pod,0
ConfigError,8,10.33,20.47,4,10.7,3,33.49,rollout_restart_deployment,1
HighCPU,2,93.22,49.8,0,82.89,1,2.25,restart_pod,0
NetworkError,5,35.69,35.12,3,40.39,2,18.39,restart_pod,0
NetworkError,5,16.37,53.47,2,59.13,2,40.17,fix_configuration,4
NetworkError,5,49.5,38.05,3,73.69,1,5.0,restart_pod,0
NetworkError,5,49.44,27.7,5,66.35,1,14.18,rollout_restart_deployment,1
PodPending,4,80.03,80.55,0,51.54,4,7.89,scale_up_replicas,2
ContainerNotReady,6,34.97,15.61,4,90.0,1,21.86,restart_pod,0
HighCPU,2,94.19,49.9,1,78.01,2,5.45,scale_up_replicas,2
CrashLoopBackOff,0,45.79,76.04,9,85.0,2,44.77,no_action_monitor,7
HighMemory,3,33.5,88.7,1,83.36,3,4.8,adjust_resource_limits,3
UnknownFailure,9,48.9,2.0,8,83.28,1,0.0,scale_up_replicas,2
UnknownFailure,9,10.69,24.63,2,63.05,5,0.0,no_action_monitor,7
HighCPU,2,86.7,72.23,3,84.1,1,6.3,restart_pod,0
ConfigError,8,7.64,24.46,9,37.96,3,38.07,fix_configuration,4
NetworkError,5,34.23,11.62,5,71.58,3,16.8,restart_pod,0
ConfigError,8,17.43,33.52,9,46.48,1,45.22,fix_configuration,4
DiskPressure,7,28.25,74.93,1,61.6,1,5.26,adjust_resource_limits,3
UnknownFailure,9,10.07,72.95,3,85.21,5,0.0,adjust_resource_limits,3
ConfigError,8,24.49,28.67,8,50.55,2,55.48,fix_configuration,4
ContainerNotReady,6,20.57,36.74,4,89.97,3,11.14,restart_pod,0
UnknownFailure,9,58.07,78.78,5,45.18,3,0.67,fix_configuration,4
CrashLoopBackOff,0,14.68,57.9,3,40.88,3,28.65,no_action_monitor,7
PodPending,4,95.97,81.59,1,34.44,7,8.5,scale_up_replicas,2
CrashLoopBackOff,0,38.63,59.05,5,84.29,3,33.97,rollout_restart_deployment,1
ContainerNotReady,6,65.51,46.83,5,53.49,3,38.31,restart_pod,0
CrashLoopBackOff,0,37.5,28.9,3,85.0,2,22.67,rollout_restart_deployment,1
UnknownFailure,9,30.69,36.21,2,68.29,2,19.45,no_action_monitor,7
ContainerNotReady,6,5.0,53.9,4,56.68,3,16.7,restart_pod,0
HighCPU,2,100.0,58.2,3,88.58,2,4.85,scale_up_replicas,2
CrashLoopBackOff,0,55.27,82.36,7,22.87,3,40.85,rollout_restart_deployment,1
OOMKilled,1,80.94,96.5,7,63.23,4,5.78,adjust_resource_limits,3
OOMKilled,1,85.0,92.29,8,85.18,3,18.12,adjust_resource_limits,3
HighMemory,3,85.0,89.41,3,63.92,2,6.01,adjust_resource_limits,3
PodPending,4,73.11,100.0,2,62.59,2,11.11,adjust_resource_limits,3
UnknownFailure,9,69.47,32.66,8,62.36,4,12.88,clear_disk,6
CrashLoopBackOff,0,78.88,26.86,11,49.07,2,26.37,clear_disk,6
CrashLoopBackOff,0,26.53,20.82,14,20.0,2,11.73,rollout_restart_deployment,1
HighMemory,3,76.49,90.96,0,88.36,3,4.25,adjust_resource_limits,3
HighMemory,3,58.52,99.07,4,95.53,4,8.83,scale_up_replicas,2
HighCPU,2,93.01,62.77,1,87.97,5,4.5,scale_up_replicas,2
NetworkError,5,28.93,56.84,4,45.57,3,31.9,restart_pod,0
CrashLoopBackOff,0,34.49,23.72,15,51.82,1,21.26,rollout_restart_deployment,1
CrashLoopBackOff,0,28.49,38.12,9,50.49,2,26.92,rollout_restart_deployment,1
HighCPU,2,91.68,66.46,1,83.04,5,5.98,scale_up_replicas,2
OOMKilled,1,50.15,96.62,4,70.47,4,9.83,adjust_resource_limits,3
CrashLoopBackOff,0,21.64,54.2,10,79.1,3,27.71,scale_up_replicas,2
NetworkError,5,24.49,36.16,5,56.58,3,14.66,restart_pod,0
HighCPU,2,84.78,51.33,1,86.89,3,1.75,scale_up_replicas,2
OOMKilled,1,32.43,92.16,2,56.13,4,7.36,adjust_resource_limits,3
HighMemory,3,57.03,84.29,3,78.62,2,3.89,adjust_resource_limits,3
UnknownFailure,9,26.78,59.43,8,52.2,3,8.24,no_action_monitor,7
ConfigError,8,32.98,15.8,8,63.49,3,44.78,fix_configuration,4
PodPending,4,75.91,77.57,0,51.38,8,13.02,drain_node,5
ContainerNotReady,6,46.98,40.96,5,83.9,1,5.0,no_action_monitor,7
ContainerNotReady,6,38.74,44.65,2,69.83,3,7.12,restart_pod,0
ContainerNotReady,6,19.75,37.5,4,81.72,1,35.32,restart_pod,0
ContainerNotReady,6,25.03,20.35,3,77.24,2,40.91,restart_pod,0
UnknownFailure,9,77.67,31.28,3,99.0,3,17.49,no_action_monitor,7
PodPending,4,78.67,97.47,0,32.6,4,5.52,scale_up_replicas,2
DiskPressure,7,55.9,54.63,1,75.37,2,4.08,clear_disk,6
CrashLoopBackOff,0,62.29,5.0,5,64.27,2,27.1,rollout_restart_deployment,1
ConfigError,8,12.48,17.45,10,10.0,3,38.02,fix_configuration,4
OOMKilled,1,75.81,97.5,6,68.09,3,3.71,adjust_resource_limits,3
ConfigError,8,28.22,38.1,5,55.51,2,35.47,fix_configuration,4
DiskPressure,7,32.03,79.84,2,62.91,2,4.96,clear_disk,6
HighCPU,2,83.11,50.5,0,89.68,2,4.91,scale_up_replicas,2
PodPending,4,89.19,72.19,1,33.6,2,9.93,restart_pod,0
NetworkError,5,45.45,43.3,4,79.21,3,6.74,restart_pod,0
PodPending,4,81.27,96.58,0,75.67,5,10.53,scale_up_replicas,2
ContainerNotReady,6,32.67,55.52,1,71.44,2,7.86,restart_pod,0
OOMKilled,1,69.92,92.4,6,77.6,4,2.07,adjust_resource_limits,3
ContainerNotReady,6,58.99,35.88,3,48.36,1,14.49,restart_pod,0
PodPending,4,82.31,81.95,2,76.36,4,8.28,scale_up_replicas,2
CrashLoopBackOff,0,5.0,25.41,7,85.0,2,31.35,rollout_restart_deployment,1
ConfigError,8,29.51,21.92,10,24.93,3,42.78,fix_configuration,4
HighCPU,2,92.64,48.1,3,99.0,1,3.15,scale_up_replicas,2
ContainerNotReady,6,19.18,52.13,5,78.98,3,20.24,drain_node,5
CrashLoopBackOff,0,27.96,11.99,7,78.31,3,38.69,fix_configuration,4
PodPending,4,81.48,82.48,1,45.47,7,14.51,adjust_resource_limits,3
NetworkError,5,19.43,30.7,5,54.25,1,22.48,no_action_monitor,7
HighMemory,3,60.84,92.0,1,71.19,2,10.45,fix_configuration,4
ContainerNotReady,6,28.19,57.81,2,90.0,1,13.01,restart_pod,0
PodPending,4,87.74,80.95,2,80.0,7,6.88,scale_up_replicas,2
OOMKilled,1,54.97,95.68,4,69.0,2,21.04,adjust_resource_limits,3
NetworkError,5,36.4,47.23,3,68.2,3,15.16,restart_pod,0
HighCPU,2,90.66,63.33,3,89.41,4,8.74,scale_up_replicas,2
HighMemory,3,85.0,88.39,0,81.35,1,5.42,adjust_resource_limits,3
CrashLoopBackOff,0,17.85,61.29,6,71.67,3,19.23,rollout_restart_deployment,1
ConfigError,8,16.26,20.28,10,17.37,3,49.45,fix_configuration,4
ContainerNotReady,6,17.82,42.38,2,69.04,2,23.14,restart_pod,0
OOMKilled,1,58.83,99.59,7,61.91,1,8.93,adjust_resource_limits,3
DiskPressure,7,54.83,53.02,3,86.25,1,5.12,clear_disk,6
OOMKilled,1,85.0,94.73,1,55.18,1,17.73,adjust_resource_limits,3
ContainerNotReady,6,33.92,48.02,5,74.94,1,15.72,drain_node,5
HighMemory,3,44.86,90.27,4,56.19,3,6.24,rollout_restart_deployment,1
ContainerNotReady,6,28.89,52.93,2,35.21,3,20.05,restart_pod,0
OOMKilled,1,81.52,97.03,2,79.81,4,17.72,adjust_resource_limits,3
PodPending,4,71.71,83.33,1,58.17,5,3.69,scale_up_replicas,2
HighCPU,2,91.37,20.0,1,82.33,1,3.69,scale_up_replicas,2
HighCPU,2,99.01,45.95,3,82.87,1,4.76,rollout_restart_deployment,1
HighCPU,2,89.05,65.8,3,69.06,4,8.41,scale_up_replicas,2
HighCPU,2,91.94,74.52,2,63.02,4,0.0,rollout_restart_deployment,1
UnknownFailure,9,42.7,62.65,4,53.9,3,16.67,adjust_resource_limits,3
CrashLoopBackOff,0,59.63,63.32,13,61.55,3,30.96,rollout_restart_deployment,1
ConfigError,8,13.85,24.45,9,24.64,1,38.23,fix_configuration,4
DiskPressure,7,52.72,48.06,1,67.62,1,4.9,drain_node,5
NetworkError,5,40.7,36.77,4,62.77,1,23.33,rollout_restart_deployment,1
PodPending,4,92.75,83.61,0,26.16,4,7.11,scale_up_replicas,2
PodPending,4,81.74,73.58,1,59.96,4,10.3,scale_up_replicas,2
CrashLoopBackOff,0,54.52,30.18,15,62.36,1,29.94,adjust_resource_limits,3
NetworkError,5,39.61,41.95,3,64.81,2,18.94,restart_pod,0
NetworkError,5,51.6,27.07,2,62.4,3,28.65,drain_node,5
ContainerNotReady,6,22.83,28.6,3,76.01,2,8.61,adjust_resource_limits,3
OOMKilled,1,63.21,93.53,2,74.1,2,5.23,adjust_resource_limits,3
DiskPressure,7,62.78,36.74,2,82.25,3,1.65,clear_disk,6
ConfigError,8,38.08,24.29,8,69.26,1,37.72,fix_configuration,4
CrashLoopBackOff,0,31.15,74.21,15,38.61,3,23.01,rollout_restart_deployment,1
HighMemory,3,67.43,85.91,4,85.22,4,6.51,adjust_resource_limits,3
NetworkError,5,12.3,54.52,2,46.06,2,26.17,adjust_resource_limits,3
ContainerNotReady,6,36.93,33.17,4,48.42,2,22.63,restart_pod,0
OOMKilled,1,32.55,98.62,5,82.44,3,28.14,adjust_resource_limits,3
CrashLoopBackOff,0,45.62,41.91,14,55.55,1,26.3,fix_configuration,4
HighMemory,3,63.72,93.18,2,92.32,2,6.06,adjust_resource_limits,3
NetworkError,5,13.95,33.89,4,88.34,1,7.55,restart_pod,0
ConfigError,8,27.39,21.09,8,26.75,3,55.93,fix_configuration,4
HighCPU,2,99.8,60.11,2,82.9,1,1.11,rollout_restart_deployment,1
NetworkError,5,33.52,20.02,1,60.35,3,19.5,restart_pod,0
NetworkError,5,5.0,60.82,2,46.42,3,18.51,restart_pod,0
NetworkError,5,43.01,59.63,4,53.12,2,5.0,no_action_monitor,7
CrashLoopBackOff,0,61.57,25.01,11,65.39,3,34.22,rollout_restart_deployment,1
CrashLoopBackOff,0,5.0,17.7,7,53.09,3,10.0,rollout_restart_deployment,1
ConfigError,8,6.62,26.23,2,38.67,2,54.54,clear_disk,6
HighCPU,2,94.25,29.77,1,74.72,4,7.28,scale_up_replicas,2
HighMemory,3,82.86,86.16,0,82.59,2,8.42,adjust_resource_limits,3
UnknownFailure,9,55.94,43.78,8,52.19,1,27.88,no_action_monitor,7
HighMemory,3,61.44,92.94,3,83.24,2,3.56,adjust_resource_limits,3
DiskPressure,7,45.76,50.17,1,71.6,2,4.63,clear_disk,6
HighCPU,2,87.42,36.93,3,89.02,4,3.41,scale_up_replicas,2
PodPending,4,82.24,66.57,2,69.26,4,10.1,scale_up_replicas,2
ConfigError,8,27.08,28.87,3,17.26,3,53.43,fix_configuration,4
PodPending,4,80.13,74.3,1,60.0,7,14.63,drain_node,5
DiskPressure,7,67.4,64.33,1,74.7,3,3.57,fix_configuration,4
PodPending,4,77.76,79.84,2,68.17,3,15.29,scale_up_replicas,2
OOMKilled,1,33.67,89.01,8,64.69,3,22.23,adjust_resource_limits,3
DiskPressure,7,75.0,74.65,3,87.85,2,2.3,clear_disk,6
ConfigError,8,11.79,11.76,2,30.02,3,63.71,fix_configuration,4
NetworkError,5,59.37,45.18,4,61.17,2,11.47,restart_pod,0
ConfigError,8,18.87,27.03,4,18.05,1,63.82,fix_configuration,4
HighMemory,3,53.64,95.31,0,79.89,2,6.89,adjust_resource_limits,3
OOMKilled,1,35.96,93.97,1,76.42,3,13.95,adjust_resource_limits,3
HighMemory,3,43.43,91.56,1,83.86,2,10.12,adjust_resource_limits,3
HighMemory,3,77.29,90.68,2,74.53,1,5.32,adjust_resource_limits,3
ConfigError,8,14.76,30.06,8,55.62,2,68.6,fix_configuration,4
PodPending,4,81.7,77.9,0,41.59,3,0.27,scale_up_replicas,2
HighMemory,3,41.96,90.83,4,83.79,1,7.47,adjust_resource_limits,3
OOMKilled,1,34.39,93.53,6,67.3,2,11.95,rollout_restart_deployment,1
OOMKilled,1,63.76,91.08,5,58.51,2,12.61,adjust_resource_limits,3
UnknownFailure,9,15.86,2.49,1,35.13,3,10.06,no_action_monitor,7
DiskPressure,7,54.46,64.77,0,90.88,2,4.2,clear_disk,6
UnknownFailure,9,55.91,43.74,6,60.96,4,28.64,restart_pod,0
CrashLoopBackOff,0,45.23,56.97,5,42.82,1,34.1,rollout_restart_deployment,1
ContainerNotReady,6,44.87,56.65,3,74.45,2,18.99,restart_pod,0
CrashLoopBackOff,0,36.61,48.56,13,61.61,1,42.68,fix_configuration,4
HighCPU,2,97.36,66.29,3,99.0,5,0.0,scale_up_replicas,2
UnknownFailure,9,38.5,49.72,5,51.56,1,4.56,no_action_monitor,7
ConfigError,8,2.83,21.89,8,53.41,3,61.61,rollout_restart_deployment,1
OOMKilled,1,34.96,95.66,4,83.58,3,2.84,no_action_monitor,7
CrashLoopBackOff,0,36.82,55.73,4,60.15,1,38.51,scale_up_replicas,2
ConfigError,8,5.02,14.94,3,50.23,2,24.47,fix_configuration,4
DiskPressure,7,57.18,61.75,3,82.42,3,3.06,fix_configuration,4
CrashLoopBackOff,0,50.2,26.55,14,53.78,3,30.36,rollout_restart_deployment,1
ConfigError,8,11.01,27.18,9,22.84,3,54.03,fix_configuration,4
NetworkError,5,61.13,21.15,4,64.66,3,7.06,restart_pod,0
ContainerNotReady,6,22.51,50.53,3,58.54,1,25.94,restart_pod,0
ConfigError,8,23.56,24.35,10,24.56,1,60.28,fix_configuration,4
ContainerNotReady,6,39.56,17.08,2,50.53,1,5.0,restart_pod,0
PodPending,4,74.07,79.49,0,28.88,5,4.67,scale_up_replicas,2
HighMemory,3,80.86,96.14,3,73.05,1,8.38,adjust_resource_limits,3
PodPending,4,94.72,86.95,0,55.98,3,12.39,drain_node,5
UnknownFailure,9,69.24,19.67,2,61.22,1,7.58,no_action_monitor,7
CrashLoopBackOff,0,63.05,38.39,15,48.72,3,40.27,rollout_restart_deployment,1
ContainerNotReady,6,38.9,71.68,1,52.07,2,15.85,restart_pod,0
CrashLoopBackOff,0,62.44,24.42,13,79.8,2,17.93,rollout_restart_deployment,1
DiskPressure,7,54.15,27.35,2,75.45,3,1.26,clear_disk,6
DiskPressure,7,73.89,38.93,1,66.71,1,5.07,clear_disk,6
HighMemory,3,50.99,94.5,1,72.89,1,3.64,adjust_resource_limits,3
NetworkError,5,34.59,21.75,5,70.95,1,27.02,scale_up_replicas,2
HighCPU,2,94.76,64.65,3,69.6,2,3.62,scale_up_replicas,2
NetworkError,5,31.59,61.82,1,56.28,2,5.0,restart_pod,0
UnknownFailure,9,24.9,33.47,3,21.87,5,19.75,drain_node,5
PodPending,4,72.44,85.57,1,28.15,4,14.03,scale_up_replicas,2
HighMemory,3,55.86,88.6,4,85.28,4,2.98,adjust_resource_limits,3
PodPending,4,89.6,78.15,1,38.11,5,7.65,scale_up_replicas,2
ConfigError,8,9.1,23.09,9,45.09,3,20.0,fix_configuration,4
UnknownFailure,9,77.28,70.4,4,27.91,4,0.0,no_action_monitor,7
HighMemory,3,72.63,94.82,4,86.23,2,1.72,adjust_resource_limits,3
DiskPressure,7,72.43,43.67,2,77.39,3,4.5,scale_up_replicas,2
CrashLoopBackOff,0,71.86,52.5,8,66.24,3,29.23,rollout_restart_deployment,1
HighMemory,3,42.05,82.0,2,80.33,1,1.76,adjust_resource_limits,3
CrashLoopBackOff,0,47.0,52.98,14,61.87,2,19.47,fix_configuration,4
CrashLoopBackOff,0,60.73,59.5,3,42.27,3,50.69,rollout_restart_deployment,1
HighMemory,3,56.84,84.33,1,72.42,1,1.47,adjust_resource_limits,3
OOMKilled,1,77.19,98.24,6,77.39,1,19.41,no_action_monitor,7
PodPending,4,94.99,80.06,0,58.45,2,4.75,scale_up_replicas,2
NetworkError,5,32.7,46.75,4,30.0,2,15.04,drain_node,5
CrashLoopBackOff,0,43.3,48.45,4,53.21,2,35.89,rollout_restart_deployment,1
ContainerNotReady,6,24.38,21.67,5,82.76,3,28.34,restart_pod,0
HighMemory,3,51.01,90.66,2,88.46,2,6.13,rollout_restart_deployment,1
CrashLoopBackOff,0,50.6,59.51,5,55.21,1,35.16,fix_configuration,4
ContainerNotReady,6,20.53,45.91,5,63.89,1,17.11,restart_pod,0
OOMKilled,1,25.07,95.39,5,70.39,2,8.28,clear_disk,6
ContainerNotReady,6,11.05,15.33,2,61.19,1,22.45,restart_pod,0
OOMKilled,1,85.0,94.86,5,53.75,1,13.34,adjust_resource_limits,3
ConfigError,8,32.51,18.17,3,56.78,1,52.64,rollout_restart_deployment,1
OOMKilled,1,62.94,100.0,8,51.63,1,22.17,adjust_resource_limits,3
UnknownFailure,9,47.63,26.27,5,62.99,4,25.53,scale_up_replicas,2
PodPending,4,95.68,65.99,0,34.6,6,11.77,scale_up_replicas,2
UnknownFailure,9,49.46,49.55,8,33.63,1,6.04,no_action_monitor,7
UnknownFailure,9,16.04,8.67,0,39.85,3,4.58,restart_pod,0
ContainerNotReady,6,23.58,27.37,2,80.31,3,12.74,no_action_monitor,7
NetworkError,5,56.39,32.74,4,71.59,1,23.77,restart_pod,0
NetworkError,5,21.53,35.08,1,57.46,2,22.98,restart_pod,0
ContainerNotReady,6,33.07,28.77,2,66.79,2,22.72,restart_pod,0
OOMKilled,1,85.0,95.2,1,70.1,2,18.43,adjust_resource_limits,3
HighCPU,2,87.25,29.12,3,82.5,4,8.22,drain_node,5
OOMKilled,1,74.67,89.36,7,76.66,3,2.0,adjust_resource_limits,3
ContainerNotReady,6,41.89,45.99,3,39.14,3,28.0,restart_pod,0
HighCPU,2,100.0,54.06,3,86.13,4,9.44,adjust_resource_limits,3
DiskPressure,7,28.11,38.48,2,66.61,3,4.07,clear_disk,6
CrashLoopBackOff,0,40.69,38.93,4,55.49,2,24.6,rollout_restart_deployment,1
NetworkError,5,27.62,28.47,2,53.59,3,5.0,restart_pod,0
DiskPressure,7,41.64,25.67,3,82.51,3,2.88,fix_configuration,4
NetworkError,5,33.21,34.4,1,61.34,2,30.11,restart_pod,0
ConfigError,8,6.49,8.77,10,41.79,3,42.56,fix_configuration,4
ConfigError,8,23.6,32.17,3,23.4,2,59.05,fix_configuration,4
ConfigError,8,9.78,25.75,9,21.45,1,51.98,restart_pod,0
NetworkError,5,34.69,23.46,1,44.62,1,26.01,rollout_restart_deployment,1
PodPending,4,81.38,90.1,1,39.13,2,13.21,scale_up_replicas,2
HighCPU,2,87.26,77.09,2,86.39,3,6.2,scale_up_replicas,2
PodPending,4,76.97,87.83,0,65.28,2,6.7,fix_configuration,4
HighMemory,3,27.99,85.43,3,68.87,3,7.35,adjust_resource_limits,3
OOMKilled,1,40.7,93.66,1,64.34,4,26.75,adjust_resource_limits,3
ContainerNotReady,6,35.68,42.97,3,55.71,2,19.76,restart_pod,0
CrashLoopBackOff,0,20.49,56.87,10,42.8,3,37.44,rollout_restart_deployment,1
CrashLoopBackOff,0,25.3,68.97,3,85.0,1,30.01,rollout_restart_deployment,1
OOMKilled,1,76.23,97.25,2,55.67,4,15.89,fix_configuration,4
CrashLoopBackOff,0,50.02,61.95,6,62.67,3,31.65,rollout_restart_deployment,1
CrashLoopBackOff,0,40.1,52.66,13,41.64,1,27.64,rollout_restart_deployment,1
DiskPressure,7,23.21,47.54,1,69.09,1,2.69,clear_disk,6
ConfigError,8,9.48,27.69,3,35.23,2,43.69,fix_configuration,4
HighCPU,2,84.96,50.53,1,94.16,3,8.48,scale_up_replicas,2
DiskPressure,7,50.6,50.57,2,80.59,2,2.67,clear_disk,6
PodPending,4,82.61,76.06,0,68.17,6,11.12,scale_up_replicas,2
OOMKilled,1,49.31,100.0,6,74.13,3,17.85,adjust_resource_limits,3
HighCPU,2,93.25,36.07,0,77.85,4,4.84,clear_disk,6
ConfigError,8,19.54,30.9,6,29.98,1,51.06,rollout_restart_deployment,1
OOMKilled,1,51.77,95.38,5,70.16,2,3.77,adjust_resource_limits,3
PodPending,4,70.0,74.47,1,39.38,7,3.29,rollout_restart_deployment,1
OOMKilled,1,48.89,98.27,8,77.26,3,18.73,scale_up_replicas,2
PodPending,4,92.88,74.6,0,40.86,4,10.46,fix_configuration,4
ConfigError,8,15.25,20.8,5,67.94,1,51.43,fix_configuration,4
ContainerNotReady,6,61.45,12.65,2,55.54,3,23.27,adjust_resource_limits,3
OOMKilled,1,51.87,88.83,5,67.7,4,34.78,fix_configuration,4
CrashLoopBackOff,0,44.94,62.09,15,50.34,3,32.43,rollout_restart_deployment,1
NetworkError,5,34.82,56.78,3,81.31,3,23.26,restart_pod,0
HighCPU,2,92.35,29.81,3,71.29,4,5.25,scale_up_replicas,2
NetworkError,5,48.12,59.98,4,51.65,2,7.93,restart_pod,0
ContainerNotReady,6,48.99,27.78,2,41.34,1,16.05,restart_pod,0
OOMKilled,1,39.78,98.96,5,78.66,3,9.1,no_action_monitor,7
CrashLoopBackOff,0,67.96,52.5,15,75.91,2,43.27,rollout_restart_deployment,1
PodPending,4,82.9,86.57,2,41.86,3,11.72,scale_up_replicas,2
DiskPressure,7,46.35,69.4,0,90.25,1,5.09,drain_node,5
PodPending,4,84.25,81.39,0,10.0,7,5.15,clear_disk,6
OOMKilled,1,68.65,97.91,8,62.65,1,16.32,restart_pod,0
DiskPressure,7,42.16,65.34,2,95.0,2,5.42,clear_disk,6
ContainerNotReady,6,24.95,38.82,5,86.03,3,8.73,restart_pod,0
HighMemory,3,50.77,94.55,0,92.94,3,7.83,scale_up_replicas,2
PodPending,4,80.15,86.29,1,58.29,8,9.4,fix_configuration,4
DiskPressure,7,43.54,55.79,2,65.93,3,8.96,clear_disk,6
HighMemory,3,62.35,93.74,4,77.82,4,8.54,adjust_resource_limits,3
HighMemory,3,40.52,82.27,4,79.7,4,12.16,adjust_resource_limits,3
CrashLoopBackOff,0,64.17,33.83,9,67.74,3,23.64,rollout_restart_deployment,1
NetworkError,5,41.4,47.57,3,78.9,1,7.47,restart_pod,0
OOMKilled,1,24.69,94.77,8,59.68,3,6.12,adjust_resource_limits,3
